ID Giao Dịch,Ngày,Chi Nhánh,Khu Vực,Nhân Viên,Khách Hàng,Tuổi,Giới Tính,Địa Chỉ,Hãng Xe,Tên Xe,Loại Xe,Màu Sắc,Giá Niêm Yết,Nguồn Khách,Hình Thức,Dịch Vụ,Khuyến Mãi,Tổng Cộng
KHB-XM-007554,06/12/2025,CN Quận 5,TP Hồ Chí Minh,NV_195,Phạm Quân,28,Nam,TP Hồ Chí Minh,Yamaha,Yamaha Exciter 155,Xe côn,Trắng,48500000,Website hệ thống,Thanh toán chuẩn,"Phủ nano, Khung bảo vệ",0,49400000
KHB-XM-007555,11/09/2025,CN Thanh Xuân,Hà Nội,NV_188,Phạm Chi,54,Nữ,Hà Nội,Honda,Honda Lead 125,Tay ga,Trắng,40000000,Người quen giới thiệu,Thanh toán chuẩn,"Khung bảo vệ, Dán keo, Phủ nano",0,41350000
KHB-XM-007556,17/05/2025,CN Thanh Xuân,Hà Nội,NV_186,Phạm Hạnh,48,Nữ,Hà Nội,Suzuki,Suzuki Burgman Street,Tay ga,Đen,49500000,YouTube,Trả góp,"Bảo hiểm dân sự, Phủ nano, Khung bảo vệ",0,50850000
KHB-XM-007557,30/03/2025,CN Bình Thạnh,TP Hồ Chí Minh,NV_133,Nguyễn Linh,27,Nam,TP Hồ Chí Minh,Yamaha,Yamaha Janus,Tay ga,Đỏ,29500000,YouTube,Trả góp,"Khung bảo vệ, Dán keo",0,30400000
KHB-XM-007558,21/02/2025,CN Quận 10,TP Hồ Chí Minh,NV_199,Huỳnh Chi,50,Nữ,TP Hồ Chí Minh,Honda,Honda Air Blade 125,Tay ga,Đen,42500000,Website hệ thống,Trả góp,"Đăng ký xe, Khung bảo vệ, Dán keo",0,43850000
KHB-XM-007559,18/10/2025,CN Long Biên,Hà Nội,NV_115,Nguyễn Bình,60,Nam,Hà Nội,Yamaha,Yamaha Janus,Tay ga,Xám xi măng,29500000,Facebook,Trả góp,"Dán keo, Phủ nano",0,30400000
KHB-XM-007560,11/04/2025,CN Quận 1,TP Hồ Chí Minh,NV_134,Lê Minh,61,Nữ,TP Hồ Chí Minh,Suzuki,Suzuki Burgman Street,Tay ga,Vàng,49500000,Website hệ thống,Thanh toán chuẩn,"Phủ nano, Khung bảo vệ",0,50400000
KHB-XM-007561,22/05/2025,CN Hoàn Kiếm,Hà Nội,NV_110,Vũ An,37,Nữ,Hà Nội,Honda,Honda Blade 110,Xe số,Xám xi măng,19500000,Tự tìm kiếm,Trả góp,"Đăng ký xe, Khung bảo vệ, Phủ nano, Bảo hiểm dân sự",500000,20800000
KHB-XM-007562,18/05/2025,CN Cầu Giấy,Hà Nội,NV_156,Hoàng Hùng,48,Nam,Hà Nội,Suzuki,Suzuki Raider R150,Xe côn,Trắng,50500000,Website hệ thống,Thanh toán chuẩn,"Phủ nano, Đăng ký xe, Bảo hiểm dân sự",0,51850000
KHB-XM-007563,27/06/2025,CN Bình Tân,TP Hồ Chí Minh,NV_107,Vũ An,18,Nam,TP Hồ Chí Minh,Suzuki,Suzuki Satria F150,Xe côn,Đỏ,53500000,Tự tìm kiếm,Thanh toán chuẩn,"Đăng ký xe, Phủ nano, Bảo hiểm dân sự, Khung bảo vệ",0,55300000
KHB-XM-007564,14/02/2025,CN Hai Bà Trưng,Hà Nội,NV_192,Lê An,45,Nữ,Hà Nội,Honda,Honda Future 125 FI,Xe số,Trắng,31000000,Tự tìm kiếm,Thanh toán chuẩn,Đăng ký xe,500000,30950000
KHB-XM-007565,06/05/2025,CN Hai Bà Trưng,Hà Nội,NV_194,Hoàng Minh,61,Nam,Hà Nội,Yamaha,Yamaha Jupiter Finn,Xe số,Đen,28000000,Người quen giới thiệu,Thanh toán chuẩn,"Phủ nano, Bảo hiểm dân sự",0,28900000
KHB-XM-007566,29/06/2025,CN Cầu Giấy,Hà Nội,NV_187,Lê Linh,52,Nam,Hà Nội,Suzuki,Suzuki Burgman Street,Tay ga,Vàng,49500000,TikTok,Trả góp,"Khung bảo vệ, Phủ nano",0,50400000
KHB-XM-007567,17/03/2025,CN Tân Bình,TP Hồ Chí Minh,NV_142,Huỳnh Minh,60,Nam,TP Hồ Chí Minh,Honda,Honda Wave RSX FI,Xe số,Xanh dương,22500000,Website hệ thống,Thanh toán chuẩn,"Bảo hiểm dân sự, Dán keo, Khung bảo vệ",500000,23350000
KHB-XM-007568,15/07/2025,CN Tân Bình,TP Hồ Chí Minh,NV_141,Nguyễn Hạnh,55,Nữ,TP Hồ Chí Minh,Yamaha,Yamaha Grande,Tay ga,Đen,46500000,Tự tìm kiếm,Trả góp,Khung bảo vệ,0,46950000
KHB-XM-007569,09/05/2025,CN Hải Châu,Đà Nẵng,NV_188,Huỳnh Quân,48,Nam,Đà Nẵng,Honda,Honda Future 125 FI,Xe số,Xanh dương,31000000,Website hệ thống,Trả góp,Đăng ký xe,0,31450000
KHB-XM-007570,20/06/2025,CN Tân Bình,TP Hồ Chí Minh,NV_167,Lê Minh,20,Nữ,TP Hồ Chí Minh,Yamaha,Yamaha Sirius,Xe số,Xanh dương,19000000,Facebook,Thanh toán chuẩn,"Bảo hiểm dân sự, Khung bảo vệ, Đăng ký xe",0,20350000
KHB-XM-007571,10/03/2025,CN Gò Vấp,TP Hồ Chí Minh,NV_138,Trần Giang,29,Nam,TP Hồ Chí Minh,Yamaha,Yamaha Jupiter Finn,Xe số,Vàng,28000000,Tự tìm kiếm,Thanh toán chuẩn,"Phủ nano, Đăng ký xe, Dán keo, Bảo hiểm dân sự",0,29800000
KHB-XM-007572,24/03/2025,CN Hoàn Kiếm,Hà Nội,NV_101,Phan Giang,62,Nữ,Hà Nội,Suzuki,Suzuki Satria F150,Xe côn,Xanh dương,53500000,Tự tìm kiếm,Trả góp,"Đăng ký xe, Dán keo",0,54400000
KHB-XM-007573,30/03/2025,CN Tân Bình,TP Hồ Chí Minh,NV_153,Phan Linh,65,Nam,TP Hồ Chí Minh,Yamaha,Yamaha Grande,Tay ga,Xám xi măng,46500000,YouTube,Trả góp,"Phủ nano, Dán keo, Bảo hiểm dân sự",0,47850000
KHB-XM-007574,25/05/2025,CN Tân Bình,TP Hồ Chí Minh,NV_108,Lê Hùng,51,Nữ,TP Hồ Chí Minh,Honda,Honda Wave RSX FI,Xe số,Đen,22500000,Facebook,Trả góp,"Khung bảo vệ, Bảo hiểm dân sự",500000,22900000
KHB-XM-007575,08/11/2025,CN Tân Bình,TP Hồ Chí Minh,NV_134,Trần Hạnh,45,Nữ,TP Hồ Chí Minh,Honda,Honda Winner X,Xe côn,Trắng,46000000,Người quen giới thiệu,Trả góp,"Khung bảo vệ, Đăng ký xe, Bảo hiểm dân sự",0,47350000
KHB-XM-007576,19/07/2025,CN Thanh Xuân,Hà Nội,NV_145,Huỳnh Chi,64,Nam,Hà Nội,Yamaha,Yamaha Grande,Tay ga,Vàng,46500000,YouTube,Thanh toán chuẩn,"Phủ nano, Đăng ký xe, Khung bảo vệ",0,47850000
KHB-XM-007577,10/02/2025,CN Gò Vấp,TP Hồ Chí Minh,NV_151,Vũ Khánh,26,Nam,TP Hồ Chí Minh,Honda,Honda Blade 110,Xe số,Trắng,19500000,Website hệ thống,Thanh toán chuẩn,"Đăng ký xe, Phủ nano, Bảo hiểm dân sự",500000,20350000
KHB-XM-007578,27/11/2025,CN Bình Tân,TP Hồ Chí Minh,NV_141,Huỳnh Linh,38,Nữ,TP Hồ Chí Minh,Suzuki,Suzuki Burgman Street,Tay ga,Xanh dương,49500000,Người quen giới thiệu,Thanh toán chuẩn,Bảo hiểm dân sự,0,49950000
KHB-XM-007579,12/10/2025,CN Thanh Xuân,Hà Nội,NV_197,Hoàng An,58,Nam,Hà Nội,Honda,Honda Wave Alpha,Xe số,Vàng,18500000,Người quen giới thiệu,Trả góp,"Phủ nano, Khung bảo vệ, Đăng ký xe",0,19850000
KHB-XM-007580,25/08/2025,CN Hoàn Kiếm,Hà Nội,NV_112,Phạm Giang,52,Nam,Hà Nội,Suzuki,Suzuki Satria F150,Xe côn,Đỏ,53500000,Người quen giới thiệu,Thanh toán chuẩn,Phủ nano,0,53950000
KHB-XM-007581,24/05/2025,CN Long Biên,Hà Nội,NV_169,Lê Linh,47,Nữ,Hà Nội,Honda,Honda Vision,Tay ga,Đen,33000000,TikTok,Trả góp,Đăng ký xe,0,33450000
KHB-XM-007582,20/10/2025,CN Thanh Khê,Đà Nẵng,NV_138,Huỳnh Quân,45,Nữ,Đà Nẵng,Yamaha,Yamaha Sirius FI,Xe số,Trắng,21500000,Website hệ thống,Thanh toán chuẩn,"Đăng ký xe, Bảo hiểm dân sự, Dán keo",500000,22350000
KHB-XM-007583,18/12/2025,CN Gò Vấp,TP Hồ Chí Minh,NV_113,Phạm Dũng,62,Nam,TP Hồ Chí Minh,Suzuki,Suzuki Raider R150,Xe côn,Đen,50500000,Người quen giới thiệu,Thanh toán chuẩn,"Khung bảo vệ, Dán keo",0,51400000
KHB-XM-007584,07/08/2025,CN Cầu Giấy,Hà Nội,NV_111,Lê Giang,34,Nam,Hà Nội,Honda,Honda Wave RSX FI,Xe số,Đỏ,22500000,TikTok,Trả góp,"Bảo hiểm dân sự, Khung bảo vệ, Dán keo, Phủ nano",500000,23800000
KHB-XM-007585,19/03/2025,CN Quận 10,TP Hồ Chí Minh,NV_150,Phan Nam,36,Nam,TP Hồ Chí Minh,Yamaha,Yamaha Grande,Tay ga,Đỏ,46500000,Người quen giới thiệu,Thanh toán chuẩn,Bảo hiểm dân sự,0,46950000
KHB-XM-007586,11/10/2025,CN Bình Thạnh,TP Hồ Chí Minh,NV_129,Trần Linh,52,Nữ,TP Hồ Chí Minh,Honda,Honda SH 150i ABS,Tay ga,Đỏ,110000000,Facebook,Trả góp,"Phủ nano, Khung bảo vệ, Bảo hiểm dân sự, Dán keo",0,111800000
KHB-XM-007587,17/04/2025,CN Bình Tân,TP Hồ Chí Minh,NV_185,Hoàng Dũng,53,Nữ,TP Hồ Chí Minh,Honda,Honda Wave Alpha,Xe số,Xám xi măng,18500000,Người quen giới thiệu,Trả góp,"Dán keo, Đăng ký xe, Bảo hiểm dân sự",500000,19350000
KHB-XM-007588,12/11/2025,CN Hải Châu,Đà Nẵng,NV_168,Huỳnh Giang,18,Nam,Đà Nẵng,Yamaha,Yamaha Sirius,Xe số,Đỏ,19000000,Website hệ thống,Trả góp,"Đăng ký xe, Khung bảo vệ, Dán keo, Phủ nano",500000,20300000
KHB-XM-007589,09/09/2025,CN Quận 5,TP Hồ Chí Minh,NV_139,Vũ Minh,42,Nữ,TP Hồ Chí Minh,Yamaha,Yamaha Sirius,Xe số,Đen,19000000,Tự tìm kiếm,Thanh toán chuẩn,Bảo hiểm dân sự,0,19450000
KHB-XM-007590,09/10/2025,CN Hải Châu,Đà Nẵng,NV_115,Phạm An,36,Nam,Đà Nẵng,Yamaha,Yamaha Sirius FI,Xe số,Vàng,21500000,YouTube,Thanh toán chuẩn,"Khung bảo vệ, Phủ nano, Bảo hiểm dân sự, Dán keo",500000,22800000
KHB-XM-007591,28/03/2025,CN Quận 5,TP Hồ Chí Minh,NV_169,Nguyễn Chi,53,Nữ,TP Hồ Chí Minh,Yamaha,Yamaha Exciter 155,Xe côn,Vàng,48500000,YouTube,Thanh toán chuẩn,"Khung bảo vệ, Đăng ký xe",0,49400000
KHB-XM-007592,28/01/2025,CN Thanh Khê,Đà Nẵng,NV_131,Hoàng Giang,28,Nữ,Đà Nẵng,Yamaha,Yamaha Janus,Tay ga,Trắng,29500000,Website hệ thống,Trả góp,"Phủ nano, Khung bảo vệ, Dán keo, Đăng ký xe",0,31300000
KHB-XM-007593,24/12/2025,CN Hai Bà Trưng,Hà Nội,NV_189,Hoàng Hạnh,45,Nữ,Hà Nội,Honda,Honda Blade 110,Xe số,Trắng,19500000,Website hệ thống,Trả góp,Dán keo,0,19950000
KHB-XM-007594,11/10/2025,CN Gò Vấp,TP Hồ Chí Minh,NV_131,Trần Hùng,41,Nữ,TP Hồ Chí Minh,Yamaha,Yamaha NVX 155,Tay ga,Đỏ,55000000,Tự tìm kiếm,Trả góp,"Phủ nano, Đăng ký xe",0,55900000
KHB-XM-007595,11/11/2025,CN Hoàn Kiếm,Hà Nội,NV_199,Trần Quân,49,Nam,Hà Nội,Honda,Honda Winner X,Xe côn,Đen,46000000,YouTube,Thanh toán chuẩn,Phủ nano,0,46450000
KHB-XM-007596,07/05/2025,CN Quận 10,TP Hồ Chí Minh,NV_166,Phạm Chi,21,Nữ,TP Hồ Chí Minh,Yamaha,Yamaha Sirius,Xe số,Xanh dương,19000000,Người quen giới thiệu,Thanh toán chuẩn,"Khung bảo vệ, Bảo hiểm dân sự, Đăng ký xe",0,20350000
KHB-XM-007597,08/01/2025,CN Thanh Khê,Đà Nẵng,NV_118,Vũ Minh,59,Nữ,Đà Nẵng,Yamaha,Yamaha Sirius,Xe số,Đen,19000000,Người quen giới thiệu,Trả góp,Khung bảo vệ,0,19450000
KHB-XM-007598,27/05/2025,CN Quận 1,TP Hồ Chí Minh,NV_120,Lê Chi,47,Nữ,TP Hồ Chí Minh,Honda,Honda Wave Alpha,Xe số,Đỏ,18500000,YouTube,Trả góp,Phủ nano,500000,18450000
KHB-XM-007599,04/11/2025,CN Đống Đa,Hà Nội,NV_147,Trần Hùng,25,Nam,Hà Nội,Suzuki,Suzuki Burgman Street,Tay ga,Vàng,49500000,YouTube,Thanh toán chuẩn,"Dán keo, Khung bảo vệ",0,50400000
KHB-XM-007600,09/11/2025,CN Quận 1,TP Hồ Chí Minh,NV_137,Nguyễn Chi,37,Nữ,TP Hồ Chí Minh,Honda,Honda Vision,Tay ga,Trắng,33000000,YouTube,Thanh toán chuẩn,"Đăng ký xe, Dán keo, Phủ nano, Khung bảo vệ",0,34800000
KHB-XM-007601,21/03/2025,CN Quận 5,TP Hồ Chí Minh,NV_168,Phạm Dũng,38,Nam,TP Hồ Chí Minh,Honda,Honda Air Blade 125,Tay ga,Xám xi măng,42500000,Website hệ thống,Thanh toán chuẩn,"Khung bảo vệ, Bảo hiểm dân sự, Đăng ký xe",0,43850000
KHB-XM-007602,21/05/2025,CN Gò Vấp,TP Hồ Chí Minh,NV_169,Vũ Chi,39,Nam,TP Hồ Chí Minh,Honda,Honda Vision,Tay ga,Vàng,33000000,YouTube,Trả góp,"Phủ nano, Bảo hiểm dân sự",0,33900000
KHB-XM-007603,11/07/2025,CN Đống Đa,Hà Nội,NV_175,Vũ Bình,64,Nam,Hà Nội,Yamaha,Yamaha Exciter 155,Xe côn,Vàng,48500000,Website hệ thống,Thanh toán chuẩn,"Phủ nano, Đăng ký xe, Bảo hiểm dân sự, Khung bảo vệ",0,50300000
KHB-XM-007604,24/10/2025,CN Đống Đa,Hà Nội,NV_117,Huỳnh Quân,61,Nam,Hà Nội,Honda,Honda Blade 110,Xe số,Xanh dương,19500000,YouTube,Trả góp,"Bảo hiểm dân sự, Khung bảo vệ, Phủ nano, Dán keo",0,21300000
KHB-XM-007605,13/01/2025,CN Liên Chiểu,Đà Nẵng,NV_169,Hoàng Hùng,43,Nam,Đà Nẵng,Honda,Honda SH 150i ABS,Tay ga,Xám xi măng,110000000,Người quen giới thiệu,Thanh toán chuẩn,"Dán keo, Khung bảo vệ, Bảo hiểm dân sự",0,111350000
KHB-XM-007606,21/12/2025,CN Hai Bà Trưng,Hà Nội,NV_145,Hoàng Minh,29,Nam,Hà Nội,Honda,Honda Air Blade 125,Tay ga,Vàng,42500000,Người quen giới thiệu,Trả góp,"Dán keo, Khung bảo vệ, Bảo hiểm dân sự, Đăng ký xe",0,44300000
KHB-XM-007607,07/05/2025,CN Liên Chiểu,Đà Nẵng,NV_103,Phan Minh,32,Nữ,Đà Nẵng,Honda,Honda Wave Alpha,Xe số,Đen,18500000,YouTube,Trả góp,"Phủ nano, Dán keo",0,19400000
KHB-XM-007608,14/04/2025,CN Bình Thạnh,TP Hồ Chí Minh,NV_154,Lê Bình,42,Nữ,TP Hồ Chí Minh,Yamaha,Yamaha Sirius,Xe số,Đen,19000000,TikTok,Thanh toán chuẩn,"Bảo hiểm dân sự, Đăng ký xe",0,19900000
KHB-XM-007609,05/03/2025,CN Bình Tân,TP Hồ Chí Minh,NV_197,Vũ Nam,31,Nữ,TP Hồ Chí Minh,Honda,Honda Blade 110,Xe số,Trắng,19500000,TikTok,Thanh toán chuẩn,"Dán keo, Bảo hiểm dân sự, Phủ nano, Đăng ký xe",0,21300000
KHB-XM-007610,11/05/2025,CN Cầu Giấy,Hà Nội,NV_137,Trần Linh,18,Nữ,Hà Nội,Honda,Honda Winner X,Xe côn,Trắng,46000000,Người quen giới thiệu,Trả góp,"Dán keo, Bảo hiểm dân sự",0,46900000
KHB-XM-007611,02/11/2025,CN Thanh Xuân,Hà Nội,NV_156,Nguyễn Chi,41,Nữ,Hà Nội,Suzuki,Suzuki Raider R150,Xe côn,Xám xi măng,50500000,YouTube,Trả góp,"Khung bảo vệ, Đăng ký xe, Phủ nano, Bảo hiểm dân sự",0,52300000
KHB-XM-007612,05/07/2025,CN Tân Bình,TP Hồ Chí Minh,NV_160,Phạm Dũng,36,Nam,TP Hồ Chí Minh,Yamaha,Yamaha Grande,Tay ga,Xanh dương,46500000,Facebook,Thanh toán chuẩn,"Dán keo, Khung bảo vệ",0,47400000
KHB-XM-007613,26/07/2025,CN Bình Thạnh,TP Hồ Chí Minh,NV_196,Lê Khánh,56,Nữ,TP Hồ Chí Minh,Honda,Honda Wave Alpha,Xe số,Đen,18500000,Người quen giới thiệu,Thanh toán chuẩn,"Đăng ký xe, Phủ nano, Bảo hiểm dân sự",0,19850000
KHB-XM-007614,20/09/2025,CN Đống Đa,Hà Nội,NV_189,Trần Bình,48,Nam,Hà Nội,Yamaha,Yamaha Sirius FI,Xe số,Xám xi măng,21500000,Người quen giới thiệu,Thanh toán chuẩn,"Khung bảo vệ, Đăng ký xe, Bảo hiểm dân sự",0,22850000
KHB-XM-007615,13/12/2025,CN Bình Thạnh,TP Hồ Chí Minh,NV_189,Trần Giang,47,Nữ,TP Hồ Chí Minh,Honda,Honda Future 125 FI,Xe số,Trắng,31000000,TikTok,Thanh toán chuẩn,Bảo hiểm dân sự,0,31450000
KHB-XM-007616,16/11/2025,CN Bình Thạnh,TP Hồ Chí Minh,NV_165,Phạm Khánh,55,Nữ,TP Hồ Chí Minh,Yamaha,Yamaha Sirius FI,Xe số,Xám xi măng,21500000,TikTok,Thanh toán chuẩn,"Dán keo, Bảo hiểm dân sự",500000,21900000
KHB-XM-007617,27/09/2025,CN Quận 10,TP Hồ Chí Minh,NV_198,Phạm Bình,47,Nữ,TP Hồ Chí Minh,Yamaha,Yamaha Janus,Tay ga,Xám xi măng,29500000,YouTube,Thanh toán chuẩn,Đăng ký xe,0,29950000
KHB-XM-007618,13/06/2025,CN Đống Đa,Hà Nội,NV_111,Trần Hạnh,52,Nữ,Hà Nội,Honda,Honda Blade 110,Xe số,Vàng,19500000,YouTube,Thanh toán chuẩn,"Phủ nano, Khung bảo vệ, Bảo hiểm dân sự, Dán keo",0,21300000
KHB-XM-007619,21/01/2025,CN Quận 5,TP Hồ Chí Minh,NV_127,Hoàng Nam,23,Nam,TP Hồ Chí Minh,Honda,Honda Winner X,Xe côn,Xanh dương,46000000,Website hệ thống,Trả góp,Phủ nano,0,46450000
KHB-XM-007620,04/06/2025,CN Tân Bình,TP Hồ Chí Minh,NV_119,Phan Bình,43,Nam,TP Hồ Chí Minh,Yamaha,Yamaha Exciter 155,Xe côn,Xanh dương,48500000,Website hệ thống,Thanh toán chuẩn,Bảo hiểm dân sự,0,48950000
KHB-XM-007621,12/05/2025,CN Bình Tân,TP Hồ Chí Minh,NV_121,Lê Giang,28,Nam,TP Hồ Chí Minh,Yamaha,Yamaha Janus,Tay ga,Đen,29500000,Người quen giới thiệu,Trả góp,"Bảo hiểm dân sự, Đăng ký xe, Khung bảo vệ, Dán keo",0,31300000
KHB-XM-007622,14/08/2025,CN Bình Tân,TP Hồ Chí Minh,NV_120,Hoàng Minh,65,Nam,TP Hồ Chí Minh,Yamaha,Yamaha Sirius,Xe số,Xanh dương,19000000,Tự tìm kiếm,Thanh toán chuẩn,"Bảo hiểm dân sự, Đăng ký xe",500000,19400000
KHB-XM-007623,25/06/2025,CN Quận 1,TP Hồ Chí Minh,NV_112,Huỳnh Hùng,31,Nữ,TP Hồ Chí Minh,Suzuki,Suzuki Burgman Street,Tay ga,Đỏ,49500000,TikTok,Trả góp,"Phủ nano, Dán keo, Đăng ký xe",0,50850000
KHB-XM-007624,14/03/2025,CN Hải Châu,Đà Nẵng,NV_120,Hoàng Dũng,61,Nữ,Đà Nẵng,Honda,Honda Blade 110,Xe số,Vàng,19500000,Website hệ thống,Thanh toán chuẩn,"Bảo hiểm dân sự, Đăng ký xe",500000,19900000
KHB-XM-007625,11/07/2025,CN Gò Vấp,TP Hồ Chí Minh,NV_187,Lê Hùng,39,Nữ,TP Hồ Chí Minh,Yamaha,Yamaha Jupiter Finn,Xe số,Đỏ,28000000,YouTube,Trả góp,"Dán keo, Khung bảo vệ, Phủ nano, Đăng ký xe",0,29800000
KHB-XM-007626,24/06/2025,CN Bình Tân,TP Hồ Chí Minh,NV_166,Phan Khánh,50,Nữ,TP Hồ Chí Minh,Yamaha,Yamaha Sirius,Xe số,Vàng,19000000,YouTube,Thanh toán chuẩn,Khung bảo vệ,0,19450000
KHB-XM-007627,26/06/2025,CN Quận 10,TP Hồ Chí Minh,NV_132,Vũ Bình,36,Nữ,TP Hồ Chí Minh,Honda,Honda Wave RSX FI,Xe số,Đen,22500000,TikTok,Thanh toán chuẩn,Bảo hiểm dân sự,0,22950000
KHB-XM-007628,10/04/2025,CN Đống Đa,Hà Nội,NV_104,Vũ Hùng,54,Nữ,Hà Nội,Yamaha,Yamaha NVX 155,Tay ga,Trắng,55000000,Facebook,Trả góp,"Dán keo, Bảo hiểm dân sự, Đăng ký xe, Khung bảo vệ",0,56800000
KHB-XM-007629,27/07/2025,CN Đống Đa,Hà Nội,NV_117,Phan Khánh,39,Nữ,Hà Nội,Yamaha,Yamaha Sirius FI,Xe số,Trắng,21500000,Tự tìm kiếm,Trả góp,"Phủ nano, Đăng ký xe, Bảo hiểm dân sự, Dán keo",500000,22800000
KHB-XM-007630,24/09/2025,CN Hai Bà Trưng,Hà Nội,NV_126,Phạm An,60,Nữ,Hà Nội,Honda,Honda SH 150i ABS,Tay ga,Đen,110000000,Facebook,Thanh toán chuẩn,"Đăng ký xe, Dán keo, Bảo hiểm dân sự, Khung bảo vệ",0,111800000
KHB-XM-007631,28/02/2025,CN Quận 1,TP Hồ Chí Minh,NV_136,Lê Giang,36,Nam,TP Hồ Chí Minh,Yamaha,Yamaha Jupiter Finn,Xe số,Đen,28000000,YouTube,Thanh toán chuẩn,"Dán keo, Khung bảo vệ, Bảo hiểm dân sự, Đăng ký xe",500000,29300000
KHB-XM-007632,25/12/2025,CN Hoàn Kiếm,Hà Nội,NV_132,Phạm Quân,46,Nữ,Hà Nội,Honda,Honda Blade 110,Xe số,Xanh dương,19500000,YouTube,Thanh toán chuẩn,"Đăng ký xe, Khung bảo vệ, Bảo hiểm dân sự",500000,20350000
KHB-XM-007633,10/08/2025,CN Quận 10,TP Hồ Chí Minh,NV_150,Lê Minh,40,Nam,TP Hồ Chí Minh,Honda,Honda SH 150i ABS,Tay ga,Đỏ,110000000,Facebook,Trả góp,"Phủ nano, Dán keo",0,110900000
KHB-XM-007634,06/06/2025,CN Bình Thạnh,TP Hồ Chí Minh,NV_117,Phan Hạnh,23,Nam,TP Hồ Chí Minh,Honda,Honda Air Blade 125,Tay ga,Đen,42500000,Người quen giới thiệu,Trả góp,"Dán keo, Phủ nano, Khung bảo vệ",0,43850000
KHB-XM-007635,11/05/2025,CN Cầu Giấy,Hà Nội,NV_142,Nguyễn Dũng,22,Nữ,Hà Nội,Honda,Honda Vision,Tay ga,Xanh dương,33000000,TikTok,Thanh toán chuẩn,"Bảo hiểm dân sự, Khung bảo vệ, Đăng ký xe, Phủ nano",0,34800000
KHB-XM-007636,06/05/2025,CN Cầu Giấy,Hà Nội,NV_188,Lê Giang,60,Nam,Hà Nội,Suzuki,Suzuki Satria F150,Xe côn,Trắng,53500000,Website hệ thống,Trả góp,Phủ nano,0,53950000
KHB-XM-007637,10/08/2025,CN Quận 10,TP Hồ Chí Minh,NV_171,Phạm Hạnh,46,Nữ,TP Hồ Chí Minh,Yamaha,Yamaha NVX 155,Tay ga,Xám xi măng,55000000,Tự tìm kiếm,Thanh toán chuẩn,"Bảo hiểm dân sự, Khung bảo vệ",0,55900000
KHB-XM-007638,05/04/2025,CN Hải Châu,Đà Nẵng,NV_176,Vũ Linh,58,Nam,Đà Nẵng,Yamaha,Yamaha Janus,Tay ga,Đen,29500000,YouTube,Thanh toán chuẩn,"Phủ nano, Đăng ký xe, Dán keo",0,30850000
KHB-XM-007639,25/06/2025,CN Thanh Xuân,Hà Nội,NV_128,Vũ Hùng,44,Nam,Hà Nội,Honda,Honda Future 125 FI,Xe số,Đen,31000000,YouTube,Trả góp,"Phủ nano, Bảo hiểm dân sự",0,31900000
KHB-XM-007640,22/02/2025,CN Bình Thạnh,TP Hồ Chí Minh,NV_172,Phan Nam,50,Nữ,TP Hồ Chí Minh,Honda,Honda Lead 125,Tay ga,Xanh dương,40000000,YouTube,Trả góp,Bảo hiểm dân sự,0,40450000
KHB-XM-007641,26/04/2025,CN Bình Thạnh,TP Hồ Chí Minh,NV_166,Phạm Hạnh,44,Nam,TP Hồ Chí Minh,Yamaha,Yamaha Grande,Tay ga,Xanh dương,46500000,Người quen giới thiệu,Thanh toán chuẩn,"Dán keo, Đăng ký xe, Phủ nano, Khung bảo vệ",0,48300000
KHB-XM-007642,17/12/2025,CN Đống Đa,Hà Nội,NV_133,Phạm Minh,56,Nữ,Hà Nội,Honda,Honda Blade 110,Xe số,Vàng,19500000,YouTube,Thanh toán chuẩn,"Bảo hiểm dân sự, Dán keo",0,20400000
KHB-XM-007643,29/04/2025,CN Tân Bình,TP Hồ Chí Minh,NV_134,Phan Chi,32,Nam,TP Hồ Chí Minh,Yamaha,Yamaha NVX 155,Tay ga,Xám xi măng,55000000,YouTube,Thanh toán chuẩn,"Dán keo, Phủ nano",0,55900000
KHB-XM-007644,05/11/2025,CN Quận 5,TP Hồ Chí Minh,NV_165,Huỳnh Minh,19,Nam,TP Hồ Chí Minh,Honda,Honda SH 150i ABS,Tay ga,Xanh dương,110000000,Website hệ thống,Thanh toán chuẩn,Phủ nano,0,110450000
KHB-XM-007645,09/06/2025,CN Liên Chiểu,Đà Nẵng,NV_196,Phạm Bình,64,Nam,Đà Nẵng,Suzuki,Suzuki Raider R150,Xe côn,Xanh dương,50500000,Facebook,Thanh toán chuẩn,"Khung bảo vệ, Bảo hiểm dân sự",0,51400000
KHB-XM-007646,22/03/2025,CN Quận 5,TP Hồ Chí Minh,NV_104,Phạm Chi,32,Nam,TP Hồ Chí Minh,Yamaha,Yamaha Sirius,Xe số,Đỏ,19000000,Người quen giới thiệu,Thanh toán chuẩn,"Đăng ký xe, Bảo hiểm dân sự, Dán keo",0,20350000
KHB-XM-007647,07/04/2025,CN Thanh Khê,Đà Nẵng,NV_163,Phan Linh,55,Nam,Đà Nẵng,Yamaha,Yamaha Janus,Tay ga,Trắng,29500000,Website hệ thống,Thanh toán chuẩn,"Bảo hiểm dân sự, Phủ nano",0,30400000
KHB-XM-007648,08/02/2025,CN Cầu Giấy,Hà Nội,NV_131,Nguyễn Dũng,20,Nam,Hà Nội,Yamaha,Yamaha Sirius FI,Xe số,Trắng,21500000,TikTok,Thanh toán chuẩn,"Dán keo, Phủ nano, Đăng ký xe",0,22850000
